work_id,title,alternate_titles,genre,historical_period,era,date_original,year_start,year_end,date_certainty,first_publication_date,first_publication_year,relation_scope,authenticity_status,authors,author_roles,canonical_text,text_script,transcription_status,completeness,inscription_number,location_context,lineation_note,source_citations,source_urls,facsimile_count,facsimile_paths,notes
work-jiaxiu-inscription-12-qiao-yongqian,步鄂文端登甲秀楼元韵,,七言绝句四首,清,道光,道光中,1821,1850,approximate,,,strict_jiaxiu,confirmed,乔用迁,乔用迁［author，confirmed］,"满城雨霁草毵毵，豫订登临早式骖。绝顶攀跻凭远眺，云霓慰望在平南。
方命编□□命丝，铭功铁柱纪清时。至今祀事春秋肃，丞相□□□丞相祠。
石岩亘古碧毵毵，爱此甘棠屡驾骖。名作如林聊学步，窃惭□□□黔南。
柳飏鳌矶拂翠丝，筵开叠彩快因时。菊觞兼为骊歌泛，旌旆遥辉华岳祠。",简体（底本繁体转写）,facsimile-checked-source-gaps,fragment,十二,甲秀楼石刻,,《贵州通志》卷一百五十二《金石志四》，卷一百五十二，影印PDF图像约第486页；印刷页87［base-text，底本］,https://upload.wikimedia.org/wikipedia/commons/9/9a/NLC403-311998003695-160096_%E8%B2%B4%E5%B7%9E%E9%80%9A%E5%BF%97_%E6%B0%91%E5%9C%8B37%E5%B9%B4%281948%29_%E5%8D%B7%E4%B8%80%E7%99%BE%E4%BA%94%E5%8D%81%E4%BA%8C.pdf,2,facsimiles/qing_stones/gztz_v152_scan-029_print-087.png；facsimiles/qing_stones/gztz_v152_scan-029_print-087_master.jp2,高分辨率复核确认，□是1948年排印底本本身印出的空方框，并非本次OCR丢字；必须原样保留，不据律诗语义臆补。
work-jiaxiu-inscription-13-weng-tongshu,步鄂文端登甲秀楼原韵,,七言绝句四首,清,道光,道光中,1821,1850,approximate,,,strict_jiaxiu,confirmed,翁同书,翁同书［author，confirmed］,"江亭秀发柳毵毵，京国登楼忆驻骖。万里依然天尺五，也陪旌节到城南。
春烟织树飏轻丝，闻说平蛮奏凯时。愿得销兵如此柱，西风战鼓伏波祠。
诸凫汀雁羽毵毵，毕兴双桥一系骖。却笑唐蒙太多事，饱尝蒟酱说西南。
客怀已感鬓添丝，况是山城暮雨时。莫道夜郎关塞远，滇池更有碧鸡祠。",简体（底本繁体转写）,facsimile-checked,complete,十三,甲秀楼石刻,,《贵州通志》卷一百五十二《金石志四》，卷一百五十二，影印PDF图像约第487页；印刷页87［base-text，底本］,https://upload.wikimedia.org/wikipedia/commons/9/9a/NLC403-311998003695-160096_%E8%B2%B4%E5%B7%9E%E9%80%9A%E5%BF%97_%E6%B0%91%E5%9C%8B37%E5%B9%B4%281948%29_%E5%8D%B7%E4%B8%80%E7%99%BE%E4%BA%94%E5%8D%81%E4%BA%8C.pdf,2,facsimiles/qing_stones/gztz_v152_scan-029_print-087.png；facsimiles/qing_stones/gztz_v152_scan-029_print-087_master.jp2,对印刷页87高分辨率放大复核，底本确印“诸凫汀雁”“毕兴”；虽语义略滞，仍从底本。
work-jiaxiu-inscription-14-wu-shifen,步鄂文端登甲秀楼原韵,,七言绝句四首,清,道光,道光中,1821,1850,approximate,,,strict_jiaxiu,confirmed,吴式芬,吴式芬［author，confirmed］,"双桥弱柳尚毵毵，豫借登高一驻骖。潭水碧青烟树绿，垂虹秋色俨江南。
满城凉雨散轻丝，正是重阳已近时。安得胜游添胜况，也如风送马当祠。
宦游未倦鬓毛毵，敢向词场学靳骖。雅咏齐赓珠玉满，一时宾主美江南。
万峰青里飏鞭丝，此去关山欲电时。两载游踪应记取，且兰城畔竹王祠。",简体（底本繁体转写）,facsimile-checked,complete,十四,甲秀楼石刻,,《贵州通志》卷一百五十二《金石志四》，卷一百五十二，影印PDF图像约第487页；印刷页87［base-text，底本］,https://upload.wikimedia.org/wikipedia/commons/9/9a/NLC403-311998003695-160096_%E8%B2%B4%E5%B7%9E%E9%80%9A%E5%BF%97_%E6%B0%91%E5%9C%8B37%E5%B9%B4%281948%29_%E5%8D%B7%E4%B8%80%E7%99%BE%E4%BA%94%E5%8D%81%E4%BA%8C.pdf,2,facsimiles/qing_stones/gztz_v152_scan-029_print-087.png；facsimiles/qing_stones/gztz_v152_scan-029_print-087_master.jp2,末句底本辨作“且兰城畔竹王祠”；且兰、竹王均为贵州古地人文典故。
work-jiaxiu-inscription-15-huang-zhaizhong,步鄂文端登甲秀楼原韵,,七言绝句四首,清,咸丰,咸丰中,1851,1861,approximate,,,strict_jiaxiu,confirmed,黄宅中,黄宅中［author，confirmed］,"画楼东畔柳毵毵，为访诗碑偶驻骖。恰好菊天风雨后，碧幢红幰到城南。
争传妙句写乌丝，不数龙山选胜时。珍重柱头铭不朽，过桥瞻仰鄂公祠。
祠前树映草毵毵，将士从公似靳骖。闻说襄勤文武略，风流不让杜征南。
保障边坼重纶丝，铁铭常镇太平时。重阳正纪咸丰岁，酒盏糕盘谒旧祠。",简体（底本繁体转写）,facsimile-checked-with-doubtful-glyph,complete,十五,甲秀楼石刻,,《贵州通志》卷一百五十二《金石志四》，卷一百五十二，影印PDF图像约第487—488页；印刷页87—88［base-text，底本］,https://upload.wikimedia.org/wikipedia/commons/9/9a/NLC403-311998003695-160096_%E8%B2%B4%E5%B7%9E%E9%80%9A%E5%BF%97_%E6%B0%91%E5%9C%8B37%E5%B9%B4%281948%29_%E5%8D%B7%E4%B8%80%E7%99%BE%E4%BA%94%E5%8D%81%E4%BA%8C.pdf,2,facsimiles/qing_stones/gztz_v152_scan-030_print-088.png；facsimiles/qing_stones/gztz_v152_scan-030_print-088_master.jp2,第四首首句“边坼”当前辨形存疑，可能为“边圻”等字；全文未以□截断，但该字应保留待校状态。
work-jiaxiu-inscription-16-he-guanying,步鄂文端登甲秀楼原韵,,七言绝句二首,清,咸丰,咸丰中,1851,1861,approximate,,,strict_jiaxiu,confirmed,何冠英,何冠英［author，confirmed］,"山光照柳碧毵毵，闲挈萸觞此驻骖。一带桥阴楼傍水，天然秀气甲黔南。
来从山国治棼丝，想见功成啸咏时。诸葛大名公继起，天开蛮服有双祠。",简体（底本繁体转写）,facsimile-checked,complete,十六,甲秀楼石刻,,《贵州通志》卷一百五十二《金石志四》，卷一百五十二，影印PDF图像约第488页；印刷页88［base-text，底本］,https://upload.wikimedia.org/wikipedia/commons/9/9a/NLC403-311998003695-160096_%E8%B2%B4%E5%B7%9E%E9%80%9A%E5%BF%97_%E6%B0%91%E5%9C%8B37%E5%B9%B4%281948%29_%E5%8D%B7%E4%B8%80%E7%99%BE%E4%BA%94%E5%8D%81%E4%BA%8C.pdf,2,facsimiles/qing_stones/gztz_v152_scan-030_print-088.png；facsimiles/qing_stones/gztz_v152_scan-030_print-088_master.jp2,“治棼丝”从底本，用《左传》“治丝而棼之”典。
work-jiaxiu-inscription-17-kong-qinghu,步鄂文端登甲秀楼原韵,,七言绝句二首,清,咸丰,咸丰中,1851,1861,approximate,,,strict_jiaxiu,confirmed,孔庆瑚,孔庆瑚［author，confirmed］,"楼头山翠叠毵毵，风雨重阳此驻骖。临水登高无限意，双桥秋色满西南。
铁柱留名拟绣丝，生苗同庆太平时。菊花香注樽中酒，遥酹西风使相祠。",简体（底本繁体转写）,facsimile-checked,complete,十七,甲秀楼石刻,,《贵州通志》卷一百五十二《金石志四》，卷一百五十二，影印PDF图像约第488—489页；印刷页88—89［base-text，底本］,https://upload.wikimedia.org/wikipedia/commons/9/9a/NLC403-311998003695-160096_%E8%B2%B4%E5%B7%9E%E9%80%9A%E5%BF%97_%E6%B0%91%E5%9C%8B37%E5%B9%B4%281948%29_%E5%8D%B7%E4%B8%80%E7%99%BE%E4%BA%94%E5%8D%81%E4%BA%8C.pdf,4,facsimiles/qing_stones/gztz_v152_scan-030_print-088.png；facsimiles/qing_stones/gztz_v152_scan-030_print-088_master.jp2；facsimiles/qing_stones/gztz_v152_scan-031_print-089.png；facsimiles/qing_stones/gztz_v152_scan-031_print-089_master.jp2,“拟绣丝”从当前影印辨读；“使相祠”指鄂公祠。
work-wang-bingao-cuiweige-couplet,翠微阁联,来凤阁长联（现代资料称）,楹联,清,咸丰前后,清代，确年待考,1851,1861,approximate,,,adjacent_complex,attributed,汪炳璈（字仙谱）,汪炳璈［author，attributed］,"半面山楼，半面江楼，书画舫，容我掀髯大笑，邀几个赤松、黄石、白猿来一评今古；
数声樵声，数声渔笛，翠微天，尽他拍手高歌，听不真绿水、明月、清风引万象空濛。",简体整理,modern-secondary,complete,,题翠微阁，属今日甲秀楼建筑群相邻建筑，并非严格甲秀楼题咏。,,诗不可说丨甲秀风雨四百载，有凤来仪景象新，汪炳璈长联段［modern-transcription］,https://www.gzstv.com/a/6a915a3b02fe404da65de01b59b9ce22,0,,现代来源对‘来凤阁/翠微阁’称谓与个别字有分歧，按当前贵州广电文本收录。
work-lv-xieshu-guiyang-zashi-jiaxiu,贵阳杂诗（甲秀楼高铁柱坚）,《贵阳杂诗》甲秀楼一首,七言绝句,清,同治,约同治八年（1869）征黔以后,1869,1875,approximate-range,,,strict_jiaxiu,confirmed,吕燮枢（字笥芸）,吕燮枢［author，confirmed］,"甲秀樓高鐵柱堅，南明河水自年年。
武侯祠裏多名宦，名與文端一樣傳。",繁体原文（据数字文字层）,primary-digital-transcription-unverified-facsimile,complete,,贵阳甲秀楼、南明河、武侯祠及鄂文端公铁柱,,《及见诗续钞》卷五，卷五，卷五《贵阳杂诗》，识典页717，第1126—1127行［base-text，底本］,https://www.shidianguji.com/zh/book/CADAL11200536/chapter/1l39jee5bsg7u,0,,原书仅总题《贵阳杂诗》，未标单首序号，数据库以首句补识别题。作品位于吕燮枢诗作区；同卷小传称其同治八年有征黔之行，故暂定1869—1875的同治后期范围。识典文字层页717第1126—1127行可完整拼合四句。
work-li-jiaji-jiaxiu-tiezhu-01,登甲秀楼观鄂公勒公先后纪功铁柱谒鄂文端祠用文端石刻诗均二首·其一,,七言绝句,清,同治,甲戌（同治十三年，1874）,1874,1874,inferred,,,strict_jiaxiu,confirmed,李嘉绩（字云生；凝叔）,李嘉绩［author，confirmed］,"四圍𠌶雨落毿毿，山色空濛送客驂。
蒼莽馮闌無限意，重看烽火息天南。",繁体原文（据数字文字层）,primary-digital-transcription-unverified-facsimile,complete,,贵阳甲秀楼、鄂尔泰与勒保纪功铁柱、鄂文端祠,,《代耕堂全集·江上草堂前稿》卷三《黔游草》，《江上草堂前稿》卷三，《江上草堂前稿》卷三《黔游草》，识典页135［base-text，底本］；《代耕堂全集·黔游草》（中国哲学书电子化计划OCR），chapter=1842393［parallel-digital-witness］,https://www.shidianguji.com/zh/book/CADAL01032216/chapter/1l4c9p8w352q4；https://ctext.org/wiki.pl?chapter=1842393&if=gb&remap=gb,0,,组题数字文字层末作“用文端石刻詩均二𩠐”；𩠐据语义整理为“首”，其余保留。“𠌶雨”中的罕见字待原印本影像复核，不据网络索引的自动归一结果臆改。年代据《黔游草》篇首甲戌换算。
work-li-jiaji-jiaxiu-tiezhu-02,登甲秀楼观鄂公勒公先后纪功铁柱谒鄂文端祠用文端石刻诗均二首·其二,,七言绝句,清,同治,甲戌（同治十三年，1874）,1874,1874,inferred,,,strict_jiaxiu,confirmed,李嘉绩（字云生；凝叔）,李嘉绩［author，confirmed］,"元勳憂國鬢成絲，鐵柱銘功盛一時。
千界秋風來不易，嗁鳩聲裏拜專祠。",繁体原文（据数字文字层）,primary-digital-transcription-unverified-facsimile,complete,,贵阳甲秀楼、鄂尔泰与勒保纪功铁柱、鄂文端祠,,《代耕堂全集·江上草堂前稿》卷三《黔游草》，《江上草堂前稿》卷三，《江上草堂前稿》卷三《黔游草》，识典页135［base-text，底本］；《代耕堂全集·黔游草》（中国哲学书电子化计划OCR），chapter=1842393［parallel-digital-witness］,https://www.shidianguji.com/zh/book/CADAL01032216/chapter/1l4c9p8w352q4；https://ctext.org/wiki.pl?chapter=1842393&if=gb&remap=gb,0,,数字文字层第三句作“千界秋風來不易”，句末标点疑误，本文按绝句句式整理标点而不改字；“嗁”保留底层异体。年代据《黔游草》篇首甲戌换算。
work-li-jiaji-wu-meisheng-02,贵阳昭吴眉生观察德溥感怀奉简二首·其二,,七言律诗,清,同治,甲戌（同治十三年，1874）,1874,1874,inferred,,,strict_jiaxiu,confirmed,李嘉绩（字云生；凝叔）,李嘉绩［author，confirmed］,"輕刀快馬古黔州，回𩠐關河繫母憂。
萬里萍蓬剛寄迹，一天風雨又横秋。
側聞疏稾傳天上，早見降旛出石頭。
欲驗澄清開望眼，快登甲秀最高樓。",繁体原文（据数字文字层）,primary-digital-transcription-unverified-facsimile,complete,,贵阳；末句明言甲秀楼,,《代耕堂全集·江上草堂前稿》卷三《黔游草》，《江上草堂前稿》卷三，《江上草堂前稿》卷三《黔游草》，识典页133题名、页134其二［base-text，底本］；《代耕堂全集·黔游草》（中国哲学书电子化计划OCR），chapter=1842393［parallel-digital-witness］,https://www.shidianguji.com/zh/book/CADAL01032216/chapter/1l4c9p8w352q4；https://ctext.org/wiki.pl?chapter=1842393&if=gb&remap=gb,0,,组诗题数字文字层作“貴陽昭吳睂生觀察（小注：德溥）感懷奉簡二𩠐”。其中“睂”为“眉”异体，“𩠐”据语义为“首”；“昭”是否为OCR疑字尚待原图复核，题名暂保其字。正文第二句“回𩠐”亦按文字层保留。年代据《黔游草》篇首甲戌换算。
work-xiang-yi-jiaxiu-couplet-1923,甲秀楼长联（删订本）,《六碑龛贵山联语》甲秀楼联,楹联,民国,民国十二年,民国十二年（1923）刊,1923,1923,certain-for-publication,民国十二年（1923）,1923,strict_jiaxiu,confirmed,向义；刘蕴良（字玉山）,向义［reviser，confirmed］；刘蕴良［original-author，confirmed］,"五百年稳占鳌矶，独撑天字。让我一层更上，眼界拓开。看东枕衡湘，西襟滇沼，南屏粤峤，北带巴夔，迢递关河。喜雄跨两游，支持岩疆半壁。恰好马撒碉隳，乌蒙箐扫，艰难缔造，装点成锦绣湖山。漫云筑国偏荒，莫与神州争胜概；
数千仞高凌牛渡，永镇边隅。问谁双柱重镌，颓波挽住。想秦通僰道，汉置牂牁，唐靖笡兰，宋封罗甸，凄迷风雨。叹名流几辈，留得旧迹千秋。对此云送螺峰，霞餐象岭，缓步登临，领略些画图烟景。恍觉蓬莱咫尺，拟邀仙侣话行踪。",简体,modern-transcription-not-yet-checked-against-1923-edition,complete,,甲秀楼长联；据刘蕴良206字联删订为174字版本,首行为上联，次行为下联。,六碑龛贵山联语，甲秀楼联；具体页码待核［first-publication，底本］；向义与《六碑龛贵山联语》，正文所录174字全文［base-text］,https://www.gz.chinanews.com.cn/yjzy/2025-12-29/doc-iheyfaae0556650.shtml；https://www.gz.chinanews.com.cn/yjzy/2025-12-29/doc-iheyfaae0556650.shtml,0,,现代转录疑有“天字／滇沼／笡兰”等讹字，故全文完整但逐字可信度仅中；不得静默改字。今悬本又有李独清整理说，应另建版本链。
work-xue-shaoming-qiandianchuan-jiaxiu,黔滇川旅行记（甲秀楼相关节选）,《黔滇川旅行记》贵阳甲秀楼段,旅行记,民国,民国二十三年至二十六年间,1934年旅行；1937年初版,1934,1937,date-range,1937年中华书局初版,1937,strict_jiaxiu,confirmed,薛绍铭（号薛子中）,薛绍铭［author，confirmed］,城東南隅之甲秀樓飛閣抱翠，風光清秀。,繁体,facsimile-derived-fragment,fragment,,贵阳城东南隅甲秀楼,,黔滇川旅行记（第三版），印本第19页；PDF扫描第33页［base-text，底本］；《黔滇川旅行记》国立中央图书馆电子书元数据，馆藏书目页［bibliographic-evidence］；《黔滇川旅行记》研究资料页，论文元数据及摘要页［first-edition-evidence］；薛子中《黔滇川旅行记》出版说明，出版说明［biographical-evidence］,https://upload.wikimedia.org/wikipedia/commons/c/ce/NCL-003150441_%E9%BB%94%E6%BB%87%E5%B7%9D%E6%97%85%E8%A1%8C%E8%A8%98.pdf；https://taiwanebook.ncl.edu.tw/%2A/book/NCL-003150441；https://bdzk.cbpt.cnki.net/portal/journal/portal/client/paper/46c298065f4a3c6ff5e1eb18469df262；https://liaode.com.tw/product_109_7_1_0_0_21.html,1,facsimiles/republic/source-qiandianchuan-travel-1940/page-033.png,仅收甲秀楼相关句，不是全书全文。应分别保存1934旅行时间、1937初版时间和1940第三版见证时间。已在1940年第三版影印本的印本第19页、PDF扫描第33页核定原文。
work-lu-qian-jiaxiu-chongyang-1941,九日登甲秀楼同仲虞作,,五言律诗,民国,民国三十年（辛巳）,辛巳九日（民国三十年重阳，1941）,1941,1941,certain,至迟1947年《冀野选集》刊载,1947,strict_jiaxiu,confirmed,卢前（字冀野）,卢前［author，confirmed］,"何地逢重九，人間甲秀樓。
三山分鬢色，一水寫心憂。
還鐵銷鋒鏑，揮戈尚寇讎。
明年同北上，談笑記南州。",繁体,facsimile-checked,complete,,重阳日与仲虞同登甲秀楼,原书竖排连续排印，依五律格式分为四联。,冀野选集，印本第76页；PDF扫描第82页［base-text，底本］,https://upload.wikimedia.org/wikipedia/commons/d/da/SSID-11379308_%E5%86%80%E9%87%8E%E9%81%B8%E9%9B%86.pdf,1,facsimiles/republic/source-jiye-xuanji-1947/page-082.png,同一诗组前有《三十年元旦试笔 辛巳》，后有《三十年除夕偶成》，因此1941年断代可靠。第三联首字据影印辨作“還”，语义较生；须保留原字并待异本校核，不臆改为“鎔／炼”。
work-hong-liangji-jiuri-jiaxiu,九日偕富尚书纲、冯侍郎光熊重至甲秀楼登高,,七言律诗,清,,清代，确年待考,,,unknown,,,strict_jiaxiu,confirmed,洪亮吉（字稚存）,洪亮吉［author，confirmed］,"菊已衰黄柳尚青，更寻芳杜出前汀。
殊方再值重阳日，候馆欣联五使星。
诸葛庙旁开石舫，伏波滩畔访金铭。
惟公志业差无愧，十五年来边徼宁。",简体整理,digital-edition-transcription,complete,,重阳登甲秀楼，题名直接。,,《九日偕富尚书纲、冯侍郎光熊重至甲秀楼登高》（识典古籍），诗题全文［base-text，底本］,https://www.shidianguji.com/book/SBCK287/chapter/SBCK287_861,0,,
work-shu-wei-deng-jiaxiu-wen-luoye,登甲秀楼闻落叶,,五言律诗,清,,清代，确年待考,,,unknown,,,strict_jiaxiu,confirmed,舒位（字立人）,舒位［author，confirmed］,"秋老四山空，高楼落木丛。
鸟飞天过半，风起树当中。
人外炊烟白，年来战血红。
尚留王粲在，瑟瑟赋飘蓬。",简体整理,digital-edition-transcription,complete,,题名直接指甲秀楼。,,《瓶水斋诗集》卷七，卷七，卷七，网页第76行附近［base-text，底本］,https://www.shidianguji.com/book/CADAL01060667/chapter/1l1uj5g7bjg9z,0,,
work-mao-zhenxuan-guiyang-deng-jiaxiu,贵阳登甲秀楼,,七言律诗,清,,清代，确年待考,,,unknown,,,strict_jiaxiu,confirmed,毛振翧,毛振翧［author，confirmed］,"高标直插五云头，影落波心势欲流。
远嶂千层扶下界，长河两道锁中洲。
朗吟已自惊风雨，伸臂还堪摘斗牛。
耸秀更推何处胜，峥嵘合拟冠群楼。",简体整理,digital-edition-transcription,complete,,题名直接指甲秀楼。,,《贵阳登甲秀楼》（识典古籍），《贵阳登甲秀楼》条［base-text，底本］,https://www.shidianguji.com/book/HY0032/chapter/1lqoywj04ks92,0,,识典页面紧接另诗，本库只收题名下明确属于本作的前八句。
work-bei-qingqiao-chongdeng-jiaxiu,重登甲秀楼,,五言律诗,清,,清代，确年待考,,,unknown,,,strict_jiaxiu,confirmed,贝青乔,贝青乔［author，confirmed］,"凉翠扑檐阴，凭栏夙怅深。
讨春如约到，留句隔年寻。
日气蒸芳甸，云心恋故林。
霁虹桥下水，依旧助清吟。",简体整理,digital-edition-transcription,complete,,题名直接指甲秀楼。,,《重登甲秀楼》（识典古籍），《重登甲秀楼》条［base-text，底本］,https://www.shidianguji.com/mid-page/7557107393001373706,0,,
work-liu-yunliang-jiaxiu-couplet-206,甲秀楼楹联,甲秀楼长联；甲秀楼206字长联,楹联,清末民初（民国初刊）,民国,作年未详；民国四年一月二十四日首次公开刊载,,1915,first-publication-certain-composition-uncertain,民国四年一月二十四日（1915-01-24）,1915,strict_jiaxiu,confirmed,刘蕴良（字玉山）,刘蕴良［author，confirmed］,"五百年稳占鳌矶，独撑天宇。让我一层更上，茫茫眼界拓开。看东枕衡湘，西襟滇诏，南屏粵峤，北带巴夔，迢递关河。喜雄跨两游，支持起中原半壁。却好把乌蒙箐扫，马撒碉隳，鸡讲营编，龙番险扼。劳劳缔造，装构成笙歌闾里，锦绣山川。漫云筑壤偏荒，艰与神州爭胜概。
数十仞高凌半渡，永镇边隅。问谁双柱重镌，滚滚惊涛挽住。忆秦通僰道，汉置牂牁，唐靖且兰，宗封罗甸。凄迷风雨，叹名淹几辈，消磨了旧迹千秋。到不如月唤狮冈，霞餐象岭，岚披凤峪，雾袭螺峰。款款登临，领略这金碧亭台，画图烟景。恍觉蓬洲咫尺，频呼仙侣话行踪。",繁简混排（来源转录）,official-secondary-checked-against-embedded-facsimile,complete,,甲秀楼长联,首行为上联，次行为下联。,《贵州公报》1915年1月24日甲秀楼楹联刊载页，1915-01-24刊载页；原报影像嵌于网页［first-publication，底本］；品甲秀楼长联，览贵州三千年沧桑，正文“我真氏刘蕴良”初刊本全文段［base-text］,https://www.gzrd.gov.cn/gzwh/202202/t20220221_77672696.html；https://www.gzrd.gov.cn/gzwh/202202/t20220221_77672696.html,1,facsimiles/republic/source-guizhou-gongbao-1915-jiaxiu/guizhou-gongbao-1915-01-24-jiaxiu.jpg,作者为清代进士，但现有可靠证据只能确认1915年首次公开刊载；不得在无稿本证据时仅凭作者生平判定清代作。后世174字本及1936抄稿另建版本见证。
work-chen-shi-du-leinashi-jiaxiu-fenghe,读纍衲使君九日登甲秀楼诗有“两京应忆题糕客，万里难销叱驭心”之句赋此奉和,,七言律诗,民国,民国二十五年以前,作年未详；民国二十五年（1936）刊,,1936,publication-certain-composition-uncertain,,,strict_jiaxiu,confirmed,陈诗（字子言）,陈诗［author，confirmed］,"甲秀層樓冠貴陽，故人秋晚在殊方。
嘉禾被隴符魚夢，炎徼傳書泛菊觴。
多難長才能固圉，少陵廣廈每分糧。
前遊倚說菱湖權，此日哦詩有慨慷。",繁体原文,facsimile-checked,complete,,奉和纍衲使君重阳登甲秀楼诗,原书竖排连续排印，依七律格式分为四联。,《凤台山馆续集》（封面题《凤台山馆诗集续钞》），卷下《燕居集》，馆藏图像pg00159；卷下《燕居集》书叶四十一［base-text，底本］；《凤台山馆诗集续钞二卷》全书扫描PDF，二卷，PDF扫描第79页左叶［parallel-facsimile］,https://lbezone.hkust.edu.hk/bib/b1131020；https://upload.wikimedia.org/wikipedia/commons/e/ef/WZLib-DB-213992_%E9%B3%B3%E8%87%BA%E5%B1%B1%E9%A4%A8%E8%A9%A9%E7%BA%8C%E9%88%94%E4%BA%8C%E5%8D%B7.pdf,1,facsimiles/republic/source-fengtai-shiguan-hkust-1936/pg00159.jpg,题名及全文已据香港科技大学馆藏高清原页pg00159逐字核校；低清PDF搜索层把“殊、隴、徼、圉、糧、慷”等字多有误识，本记录以书影为准。第七句“菱湖權”语义较生，仍按清晰原字保留，不臆改。原书此页未见年款，故只以1936年刊本确定年代上限。
work-gu-jungu-guiyang-zaxie-jiaxiu-1939,贵阳杂写（甲秀楼相关节选）,《贵阳杂写》甲秀楼、观音寺、翠微阁段,旅行散文,民国,民国二十八年,1939年刊；行旅及写作确日未详,,1939,publication-certain-composition-uncertain,1939年《旅行杂志》第13卷第3号,1939,strict_jiaxiu,confirmed,顾君谷,顾君谷［author，confirmed］,從岸上到甲秀樓，有堤岸可通，各爲浮玉橋，橋下有涵碧潭，深不可測，樓旁有觀音寺，再進有翠微閣，去夏四海酒家在此設立餐館，發賣粵菜粵點，生意極盛。,繁体（原刊转录）,primary-facsimile-transcription,fragment,,由甲秀楼写及楼旁观音寺、翠微阁与四海酒家,,《旅行杂志》第十三卷第三号，第13卷第3号，《贵阳杂写》扫描页13—20；甲秀楼段在扫描页19［base-text，底本］；贵在地道：民国贵阳的粤菜馆，A11版，“四海酒家：最早问世于贵阳的粤菜馆”段第1段［base-text］；顾君榖《贵阳杂写》书目信息，顾君榖《贵阳杂写》书目项［attribution-evidence］；战时文化名人的“贵阳印记”，贵阳城市面貌部分［attribution-evidence］,https://iiif-json.modernhistory.org.cn/9999_qk_19815/9999_qk_19815_0221/9999_qk_19815_0221.json；https://ep.ycwb.com/epaper/ycwb/h5/html5/2021-04/01/content_11_372677.htm；https://www.96192.com/product/detail/748316；https://www.sohu.com/a/955020052_121124716,8,facsimiles/republic/source-travel-magazine-1939-03/page-0013.jpg；facsimiles/republic/source-travel-magazine-1939-03/page-0014.jpg；facsimiles/republic/source-travel-magazine-1939-03/page-0015.jpg；facsimiles/republic/source-travel-magazine-1939-03/page-0016.jpg；facsimiles/republic/source-travel-magazine-1939-03/page-0017.jpg；facsimiles/republic/source-travel-magazine-1939-03/page-0018.jpg；facsimiles/republic/source-travel-magazine-1939-03/page-0019.jpg；facsimiles/republic/source-travel-magazine-1939-03/page-0020.jpg,已取得1939年《旅行杂志》原刊全文影像并据扫描页19校订甲秀楼相关段；数据库正文只录与甲秀楼直接相关的文字。原刊署顾君谷，可纠正2021年《羊城晚报》误署赵君豪的问题。
