status,work_id,title,authors,source_id,source_title,image_path,scan_page,print_page,image_role,file_format,pixel_width,pixel_height,file_bytes,sha256,capture_method,quality_note,locator,reason,checked_date,notes
available,work-jiaxiu-inscription-08-wu-shouchang,题甲秀楼,吴寿昌,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075.png,17,75,access-copy-lossless,PNG,4055,3109,9972105,cfc8d60ff58c0487c5e14db55e81c510f2213e30d6f5edabcf177d62e9e52925,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。；该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-08-wu-shouchang,题甲秀楼,吴寿昌,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075_master.jp2,17,75,archival-original,JP2,4055,3109,252265,0bb9c5f0c252e1e3be89f3ba31c007f0b0b2cecac26b041fb37829d7ea8c7a55,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-09-ai-mao,次文宗吴蓉塘先生韵,艾茂,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075.png,17,75,access-copy-lossless,PNG,4055,3109,9972105,cfc8d60ff58c0487c5e14db55e81c510f2213e30d6f5edabcf177d62e9e52925,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-09-ai-mao,次文宗吴蓉塘先生韵,艾茂,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075_master.jp2,17,75,archival-original,JP2,4055,3109,252265,0bb9c5f0c252e1e3be89f3ba31c007f0b0b2cecac26b041fb37829d7ea8c7a55,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-10-feng-guangxiong,和鄂太傅甲秀楼原韵,冯光熊,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075.png,17,75,access-copy-lossless,PNG,4055,3109,9972105,cfc8d60ff58c0487c5e14db55e81c510f2213e30d6f5edabcf177d62e9e52925,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-10-feng-guangxiong,和鄂太傅甲秀楼原韵,冯光熊,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075_master.jp2,17,75,archival-original,JP2,4055,3109,252265,0bb9c5f0c252e1e3be89f3ba31c007f0b0b2cecac26b041fb37829d7ea8c7a55,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-11a-chen-huai,和鄂文端公诗,陈淮,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075.png,17,75,access-copy-lossless,PNG,4055,3109,9972105,cfc8d60ff58c0487c5e14db55e81c510f2213e30d6f5edabcf177d62e9e52925,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-11a-chen-huai,和鄂文端公诗,陈淮,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075_master.jp2,17,75,archival-original,JP2,4055,3109,252265,0bb9c5f0c252e1e3be89f3ba31c007f0b0b2cecac26b041fb37829d7ea8c7a55,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-11b-chen-huai,少保鄂公铁柱铭,陈淮,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075.png,17,75,access-copy-lossless,PNG,4055,3109,9972105,cfc8d60ff58c0487c5e14db55e81c510f2213e30d6f5edabcf177d62e9e52925,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/2；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-11b-chen-huai,少保鄂公铁柱铭,陈淮,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-017_print-075_master.jp2,17,75,archival-original,JP2,4055,3109,252265,0bb9c5f0c252e1e3be89f3ba31c007f0b0b2cecac26b041fb37829d7ea8c7a55,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页17；印刷页75,,,该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/2；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-11b-chen-huai,少保鄂公铁柱铭,陈淮,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-018_print-076.png,18,76,access-copy-lossless,PNG,4055,3109,10004159,78f3707dc75a4b598e49f67ec6732f767fe4162d87549bf408a2053f978e9987,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页18；印刷页76,,,该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。；该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-11b-chen-huai,少保鄂公铁柱铭,陈淮,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-018_print-076_master.jp2,18,76,archival-original,JP2,4055,3109,252260,9c99be3ca9811672d49145870e883cc02b2cbf61c256fd027141a52dc4f1ae86,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页18；印刷页76,,,该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-11c-chen-huai,纪功铁柱诗并序,陈淮,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-018_print-076.png,18,76,access-copy-lossless,PNG,4055,3109,10004159,78f3707dc75a4b598e49f67ec6732f767fe4162d87549bf408a2053f978e9987,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页18；印刷页76,,,该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-11c-chen-huai,纪功铁柱诗并序,陈淮,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-018_print-076_master.jp2,18,76,archival-original,JP2,4055,3109,252260,9c99be3ca9811672d49145870e883cc02b2cbf61c256fd027141a52dc4f1ae86,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页18；印刷页76,,,该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-12-qiao-yongqian,步鄂文端登甲秀楼元韵,乔用迁,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-029_print-087.png,29,87,access-copy-lossless,PNG,4055,3109,8792313,ede177435908f4bb03a61dbe143ef88c6a0481f74d43a6f51d158ecc47d27f1e,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页29；印刷页87,,,该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-12-qiao-yongqian,步鄂文端登甲秀楼元韵,乔用迁,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-029_print-087_master.jp2,29,87,archival-original,JP2,4055,3109,252259,a9c8200cc05317e8e7831798dd050ebfd9fc01660017cf9c05960e4d9e9abaa5,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页29；印刷页87,,,该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-13-weng-tongshu,步鄂文端登甲秀楼原韵,翁同书,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-029_print-087.png,29,87,access-copy-lossless,PNG,4055,3109,8792313,ede177435908f4bb03a61dbe143ef88c6a0481f74d43a6f51d158ecc47d27f1e,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页29；印刷页87,,,该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-14-wu-shifen,步鄂文端登甲秀楼原韵,吴式芬,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-029_print-087.png,29,87,access-copy-lossless,PNG,4055,3109,8792313,ede177435908f4bb03a61dbe143ef88c6a0481f74d43a6f51d158ecc47d27f1e,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页29；印刷页87,,,该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-13-weng-tongshu,步鄂文端登甲秀楼原韵,翁同书,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-029_print-087_master.jp2,29,87,archival-original,JP2,4055,3109,252259,a9c8200cc05317e8e7831798dd050ebfd9fc01660017cf9c05960e4d9e9abaa5,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页29；印刷页87,,,该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-14-wu-shifen,步鄂文端登甲秀楼原韵,吴式芬,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-029_print-087_master.jp2,29,87,archival-original,JP2,4055,3109,252259,a9c8200cc05317e8e7831798dd050ebfd9fc01660017cf9c05960e4d9e9abaa5,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页29；印刷页87,,,该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-15-huang-zhaizhong,步鄂文端登甲秀楼原韵,黄宅中,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-030_print-088.png,30,88,access-copy-lossless,PNG,4055,3109,9081129,b6f5228d62378eedaf19c3fd2f30210a5ece14d745962fad569856f0ff530a83,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页30；印刷页88,,,该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-16-he-guanying,步鄂文端登甲秀楼原韵,何冠英,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-030_print-088.png,30,88,access-copy-lossless,PNG,4055,3109,9081129,b6f5228d62378eedaf19c3fd2f30210a5ece14d745962fad569856f0ff530a83,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页30；印刷页88,,,该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-17-kong-qinghu,步鄂文端登甲秀楼原韵,孔庆瑚,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-030_print-088.png,30,88,access-copy-lossless,PNG,4055,3109,9081129,b6f5228d62378eedaf19c3fd2f30210a5ece14d745962fad569856f0ff530a83,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页30；印刷页88,,,该作品相关整页影像 1/1；与同页archival-original记录像素一一对应。；该作品相关整页影像 1/2；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-15-huang-zhaizhong,步鄂文端登甲秀楼原韵,黄宅中,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-030_print-088_master.jp2,30,88,archival-original,JP2,4055,3109,252265,68d2f96e82581dd73f1e8d13b1d3f1a44abf5391568e799a7066f8a0feca7f5b,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页30；印刷页88,,,该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-16-he-guanying,步鄂文端登甲秀楼原韵,何冠英,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-030_print-088_master.jp2,30,88,archival-original,JP2,4055,3109,252265,68d2f96e82581dd73f1e8d13b1d3f1a44abf5391568e799a7066f8a0feca7f5b,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页30；印刷页88,,,该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-17-kong-qinghu,步鄂文端登甲秀楼原韵,孔庆瑚,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-030_print-088_master.jp2,30,88,archival-original,JP2,4055,3109,252265,68d2f96e82581dd73f1e8d13b1d3f1a44abf5391568e799a7066f8a0feca7f5b,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页30；印刷页88,,,该作品相关整页影像 1/1；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 1/2；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-jiaxiu-inscription-17-kong-qinghu,步鄂文端登甲秀楼原韵,孔庆瑚,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-031_print-089.png,31,89,access-copy-lossless,PNG,4055,3109,8353153,c573ece8edc61e3cb68d68e0de95ddd64cd1599654e1370a1d119218fcc2a496,lossless-PNG-decode-from-embedded-JPX,由同页原始JP2解码为PNG；4055×3109像素保持不变，无裁切、无缩放，便于浏览器及数字人文前端使用。,扫描页31；印刷页89,,,该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。；该作品相关整页影像 2/2；与同页archival-original记录像素一一对应。
available,work-jiaxiu-inscription-17-kong-qinghu,步鄂文端登甲秀楼原韵,孔庆瑚,source-guizhou-tongzhi-jinshi-v152-1948,《贵州通志》卷一百五十二《金石志四》,facsimiles/qing_stones/gztz_v152_scan-031_print-089_master.jp2,31,89,archival-original,JP2,4055,3109,252275,3cd155936813b0617b8bd34c4cdafc70e074ad43178b60b706a782adbb01cfa2,pypdf-direct-JPX-stream-extraction,PDF内嵌JPXDecode码流逐字节抽取；未解码、未重编码、未缩放，保持源文件的原始档案质量。,扫描页31；印刷页89,,,该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。；该作品相关整页影像 2/2；1948年《贵州通志》卷一百五十二《金石志四》。
available,work-xue-shaoming-qiandianchuan-jiaxiu,黔滇川旅行记（甲秀楼相关节选）,薛绍铭（号薛子中）,source-qiandianchuan-travel-1940,黔滇川旅行记（第三版）,facsimiles/republic/source-qiandianchuan-travel-1940/page-033.png,33,19,access-copy-lossless,PNG,1337,2074,456587,3e81ea70b6074457284d79cb897f632a75c48f91b9f754cbea0f67e9c9c7a2e1,poppler-native-canvas-lossless-PNG-render,1940年第三版PDF页面由JBIG2文字层与JPX图像层组合，无法作为单一原始位图逐字节抽取；故按文字层原生画布1337×2074合成为无损PNG，未上采样。,扫描页33；印刷页19,,,印本第19页最右栏含‘城东南隅之甲秀楼，飞阁抱翠，风光清秀’。已按原尺寸视觉核验。；印本第19页最右栏含‘城东南隅之甲秀楼，飞阁抱翠，风光清秀’。已按原尺寸视觉核验。
available,work-lu-qian-jiaxiu-chongyang-1941,九日登甲秀楼同仲虞作,卢前（字冀野）,source-jiye-xuanji-1947,冀野选集,facsimiles/republic/source-jiye-xuanji-1947/page-082.png,82,76,access-copy-lossless,PNG,1440,2080,94424,a8a47b99f2885170572595830d90824a24e6c89288331a8f90f85332c0f67d24,pypdf-lossless-XObject-to-PNG,从1947年《冀野选集》PDF第82扫描页的单一Flate图像对象解码为PNG；像素保持1440×2080，未缩放，PNG为无损访问副本。,扫描页82；印刷页76,,,完整收录《九日登甲秀楼同仲虞作》；页面右下可见印本页码七六。已按原尺寸视觉核验，文字清晰完整。；完整收录《九日登甲秀楼同仲虞作》；页面右下可见印本页码七六。已按原尺寸视觉核验，文字清晰完整。
unavailable,work-hong-liangji-jiuri-jiaxiu,九日偕富尚书纲、冯侍郎光熊重至甲秀楼登高,洪亮吉（字稚存）,src-shidian-hong,《九日偕富尚书纲、冯侍郎光熊重至甲秀楼登高》（识典古籍）,,,,,,,,,,,,,在停止下载前未完成对应 Commons 原印页的人工核验与最高质量交付页落盘。,2026-07-29,
unavailable,work-shu-wei-deng-jiaxiu-wen-luoye,登甲秀楼闻落叶,舒位（字立人）,src-shidian-shu,《瓶水斋诗集》卷七,,,,,,,,,,,,,在停止下载前未完成对应 Commons 原印页的人工核验与最高质量交付页落盘。,2026-07-29,
unavailable,work-mao-zhenxuan-guiyang-deng-jiaxiu,贵阳登甲秀楼,毛振翧,src-shidian-mao,《贵阳登甲秀楼》（识典古籍）,,,,,,,,,,,,,识典古籍有数字化文字见证，但在停止下载前未完成公开原印图像页的定位、核验与落盘。,2026-07-29,
unavailable,work-bei-qingqiao-chongdeng-jiaxiu,重登甲秀楼,贝青乔,src-shidian-bei,《重登甲秀楼》（识典古籍）,,,,,,,,,,,,,在停止下载前未完成对应 Commons 原印页的人工核验与最高质量交付页落盘。,2026-07-29,
unavailable,work-wang-shouren-nanan-ciyun,南庵次韵,王守仁（字伯安）,src-wenshi-jiaxiu-2025,甲秀楼的前世今生,,,,,,,,,,,,,当前见证仅为现代文史文章转录，未在本轮定位并核验原印本页。,2026-07-29,
unavailable,work-ma-tingxi-jishang,矶上,马廷锡,src-gzstv-yuji,南明河畔的栖云亭与渔矶书院,,,,,,,,,,,,,当前见证仅为现代地方文化文章转录，未在本轮定位并核验原印本页。,2026-07-29,
unavailable,work-jiang-dongzhi-jiaxiu-disputed,甲秀楼,江东之（字长信）,src-kekeshici-jiang,山水名胜诗之《甲秀楼》,,,,,,,,,,,,,作品归属有争议，当前仅有现代网页转录，未发现可核验的明清原印本底本。,2026-07-29,
unavailable,work-ma-wenqing-jianggongdi-beiji,江公堤碑记,马文卿（字瑞符）,src-ruiyang-v9,《瑞阳阿集》卷九,,,,,,,,,,,,,虽已定位题名附近的低清探测页，但在停止下载前未完成全文页界核验及最高质量交付页落盘，故不收入 images。,2026-07-29,
unavailable,work-lu-ciyun-bietouji-laifengge-ji,鳖头矶来凤阁记,陆次云,src-gzstv-fenglai-2026,诗不可说丨甲秀风雨四百载，有凤来仪景象新,,,,,,,,,,,,,当前见证为现代文化考证文章所录全文，本轮未定位并核验《北墅绪言》原印本页。,2026-07-29,
unavailable,work-tian-wen-chongxiu-jiaxiu-beiji,重修甲秀楼碑记,田雯（字纶霞）,src-wikisource-gztz42,《贵州通志》（四库全书本）卷四十二,,,,,,,,,,,,,当前有历史方志文字转录，但在停止下载前未完成对应原印页的定位、核页与落盘。,2026-07-29,
unavailable,work-fuqing-jiazi-wuhouci-jiaxiu,甲子新正谒武侯祠,福庆（字兰泉）,source-lanquan-shigao-hy5275,《兰泉诗稿》卷二十一、卷二十二《黔阳集》,,,,,,,,,,,,,识典古籍匿名影像接口返回错误码31000；中国哲学书电子化计划对应哈佛燕京资源匿名访问仅开放前四页预览，目标页原稿影像需登录。本轮未能依法取得可交付的页507原图。,2026-07-30,已保存页码、文字层全文与馆藏资源映射；未以网页文字截图冒充稿本影像。
unavailable,work-fuqing-yichou-xinchun-jiaxiu,乙丑新春试笔咏甲秀楼,福庆（字兰泉）,source-lanquan-shigao-hy5275,《兰泉诗稿》卷二十一、卷二十二《黔阳集》,,,,,,,,,,,,,识典古籍匿名影像接口返回错误码31000；中国哲学书电子化计划对应哈佛燕京资源匿名访问仅开放前四页预览，目标页原稿影像需登录。本轮未能依法取得可交付的页525原图。,2026-07-30,已保存页码、文字层全文与馆藏资源映射；未以网页文字截图冒充稿本影像。
unavailable,work-fuqing-deng-jiaxiu-zaifu,登甲秀楼再赋,福庆（字兰泉）,source-lanquan-shigao-hy5275,《兰泉诗稿》卷二十一、卷二十二《黔阳集》,,,,,,,,,,,,,识典古籍匿名影像接口返回错误码31000；中国哲学书电子化计划对应哈佛燕京资源匿名访问仅开放前四页预览，目标页原稿影像需登录。本轮未能依法取得可交付的页526—527原图。,2026-07-30,已保存页码、文字层全文与馆藏资源映射；未以网页文字截图冒充稿本影像。
unavailable,work-fuqing-ci-yuting-jiaxiu-yun,次玉亭制府登甲秀楼韵,福庆（字兰泉）,source-lanquan-shigao-hy5275,《兰泉诗稿》卷二十一、卷二十二《黔阳集》,,,,,,,,,,,,,识典古籍匿名影像接口返回错误码31000；中国哲学书电子化计划对应哈佛燕京资源匿名访问仅开放前四页预览，目标页原稿影像需登录。本轮未能依法取得可交付的页548原图。,2026-07-30,已保存页码、文字层全文与馆藏资源映射；未以网页文字截图冒充稿本影像。
unavailable,work-wang-bingao-cuiweige-couplet,翠微阁联,汪炳璈（字仙谱）,src-gzstv-fenglai-2026,诗不可说丨甲秀风雨四百载，有凤来仪景象新,,,,,,,,,,,,,当前见证仅为现代文章转录，本轮未定位并核验清代联语原印本页。,2026-07-29,
unavailable,work-lv-xieshu-guiyang-zashi-jiaxiu,贵阳杂诗（甲秀楼高铁柱坚）,吕燮枢（字笥芸）,source-jijian-shixuchao-cadal11200536,《及见诗续钞》卷五,,,,,,,,,,,,,识典古籍匿名原页接口对目标页717返回错误码31000，未提供可直接下载的原始页图。本轮未能取得可交付的1893年原印影像。,2026-07-30,已保存卷次、篇题、页码、作者小传和文字层全文；未以网页截图冒充原印本影像。
unavailable,work-li-jiaji-jiaxiu-tiezhu-01,登甲秀楼观鄂公勒公先后纪功铁柱谒鄂文端祠用文端石刻诗均二首·其一,李嘉绩（字云生；凝叔）,source-daigengtang-cadal01032216,《代耕堂全集·江上草堂前稿》卷三《黔游草》,,,,,,,,,,,,,识典古籍匿名影像接口未提供目标页原图，中国哲学书电子化计划深层扫描页需登录；另见商业付费PDF而未绕过访问限制。本轮未能取得可交付的页135原印影像。,2026-07-30,已保存篇次、页码与文字层全文；未以网页截图或付费预览图冒充原印本影像。
unavailable,work-li-jiaji-jiaxiu-tiezhu-02,登甲秀楼观鄂公勒公先后纪功铁柱谒鄂文端祠用文端石刻诗均二首·其二,李嘉绩（字云生；凝叔）,source-daigengtang-cadal01032216,《代耕堂全集·江上草堂前稿》卷三《黔游草》,,,,,,,,,,,,,识典古籍匿名影像接口未提供目标页原图，中国哲学书电子化计划深层扫描页需登录；另见商业付费PDF而未绕过访问限制。本轮未能取得可交付的页135原印影像。,2026-07-30,已保存篇次、页码与文字层全文；未以网页截图或付费预览图冒充原印本影像。
